sim_type,original,cython,vectorization,cython_vectorization,original_speedup,cython_speedup,vectorization_speedup,cython_vectorization_speedup
basic_sim,73.54673775,42.824136708,9.190092540999999,9.299980878829956,1,1.717413202080048,8.002828853124605,7.639190656507451
random_vaccine_sim,77.822776792,46.126105249999995,9.930654083999997,10.094665042000003,1,1.6871742448274452,7.836621448468935,7.709297581267876
targeted_vaccine_sim,76.85074875,44.87640908399999,9.423293874999999,9.827192916000001,1,1.7124977314060537,8.155401897619372,7.820213707708594
